# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StreamlinedBlobStorage.recordsAllocated,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesReadMs,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesHandedOver,1760626560655000000,1760626620658000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1760626560655000000,1760626620658000000,11076
FilePageCacheLockFree.housekeeperTurnsDone,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1760626560655000000,1760626620658000000,0
DirectByteBufferAllocator.disposed,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1760626560655000000,1760626620658000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.nativeBytesInUse,1760626560655000000,1760626620658000000,0
FilePageCache.pageFastCacheHits,1760626560655000000,1760626620658000000,0
FilePageCache.disposedBuffers,1760626560655000000,1760626620658000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalBytesWritten,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalBytesRead,1760626560655000000,1760626620658000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesReclaimed,1760626560655000000,1760626620658000000,0
FilePageCache.pageLoads,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesRequested,1760626560655000000,1760626620658000000,0
MappedFileStorage.totalBytesMapped,1760626560655000000,1760626620658000000,164626432
FilePageCacheLockFree.housekeeperTimeSpentMs,1760626560655000000,1760626620658000000,0
MappedFileStorage.storages,1760626560655000000,1760626620658000000,6
FilePageCache.pageHits,1760626560655000000,1760626620658000000,0
StorageLockContext.competingThreads.90P,1760626560655000000,1760626620658000000,0
FilePageCache.totalPageLoadsUs,1760626560655000000,1760626620658000000,0
FilePageCache.capacityInBytes,1760626560655000000,1760626620658000000,503316478
DirectByteBufferAllocator.reclaimed,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalPagesWriteMs,1760626560655000000,1760626620658000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1760626560655000000,1760626620658000000,199245824
StreamlinedBlobStorage.recordsDeleted,1760626560655000000,1760626620658000000,0
StorageLockContext.competingThreads.avg,1760626560655000000,1760626620658000000,0.0
FilePageCacheLockFree.heapBytesInUse,1760626560655000000,1760626620658000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1760626560655000000,1760626620658000000,0
cacheStateStorage.get.counter,1760626560655000000,1760626620658000000,0
cacheStateStorage.get.duration,1760626560655000000,1760626620658000000,0
cacheStateStorage.set.duration,1760626560655000000,1760626620658000000,0
cacheStateStorage.set.counter,1760626560655000000,1760626620658000000,0
FlushQueue.waitingTime90PNs,1760626560655000000,1760626620658000000,819199
AWTEventQueue.eventsDispatched,1760626560655000000,1760626620658000000,243
AWTEventQueue.dispatchTimeTotalNS,1760626560655000000,1760626620658000000,171507831
FlushQueue.queueSizeMax,1760626560655000000,1760626620658000000,5
FlushQueue.queueSizeAvg,1760626560655000000,1760626620658000000,0.71900826446281
FlushQueue.queueSize90P,1760626560655000000,1760626620658000000,3
ReadAction.executionsCount,1760626560655000000,1760626620658000000,75
FlushQueue.executionTimeMaxNs,1760626560655000000,1760626620658000000,3555327
FlushQueue.executionTime90PNs,1760626560655000000,1760626620658000000,421887
FlushQueue.waitingTimeAvgNs,1760626560655000000,1760626620658000000,642058.1818181818
FlushQueue.tasksExecuted,1760626560655000000,1760626620658000000,121
AWTEventQueue.dispatchTimeMaxNs,1760626560655000000,1760626620658000000,37224447
AWTEventQueue.dispatchTime90PNs,1760626560655000000,1760626620658000000,712703
AWTEventQueue.dispatchTimeAvgNs,1760626560655000000,1760626620658000000,705898.1399176954
FlushQueue.executionTimeAvgNs,1760626560655000000,1760626620658000000,191282.2479338843
WriteAction.executionsCount,1760626560655000000,1760626620658000000,0
FlushQueue.waitingTimeMaxNs,1760626560655000000,1760626620658000000,10944511
jps.library.entities.serializer.save.entities.ms,1760626620658000000,1760626680656000000,0
jps.library.entities.serializer.load.entities.ms,1760626620658000000,1760626680656000000,0
workspaceModel.load.cache.from.file.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1760626620658000000,1760626680656000000,0
jps.global.initialize.library.bridges.after.loading.ms,1760626620658000000,1760626680656000000,0
jps.app.storage.content.writer.save.component.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1760626620658000000,1760626680656000000,0
jps.global.handle.before.change.events.ms,1760626620658000000,1760626680656000000,0
jps.global.initialize.library.bridges.ms,1760626620658000000,1760626680656000000,0
workspaceModel.global.updates.count,1760626620658000000,1760626680656000000,0
workspaceModel.global.apply.state.to.project.ms,1760626620658000000,1760626680656000000,0
jps.global.get.library.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1760626620658000000,1760626680656000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1760626620658000000,1760626680656000000,0
jps.global.get.library.by.name.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1760626620658000000,1760626680656000000,0
workspaceModel.global.updates.ms,1760626620658000000,1760626680656000000,0
jps.save.global.entities.ms,1760626620658000000,1760626680656000000,0
workspaceModel.save.cache.to.file.ms,1760626620658000000,1760626680656000000,0
jps.app.storage.content.reader.load.component.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.entities.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1760626620658000000,1760626680656000000,0
jps.global.get.libraries.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1760626620658000000,1760626680656000000,0
jps.global.handle.changed.events.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1760626620658000000,1760626680656000000,0
workspaceModel.load.cache.metadata.from.file.ms,1760626620658000000,1760626680656000000,0
jps.load.initial.state.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.instances.count,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1760626620658000000,1760626680656000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1760626620658000000,1760626680656000000,0
workspaceModel.sync.entities.ms,1760626620658000000,1760626680656000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsStored,1760626620658000000,1760626680656000000,0
VFS.fileByIdCache.hits,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsRead,1760626620658000000,1760626680656000000,0
VFS.fileByIdCache.misses,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsUncompressedSize,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsReadDecompressed,1760626620658000000,1760626680656000000,0
VFS.invertedFileNameIndex.requests,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsStoredCompressed,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsStoredSize,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsDeduplicated,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1760626620658000000,1760626680656000000,0
FileNameCache.totalMisses,1760626620658000000,1760626680656000000,0
VFS.fileChildByName,1760626620658000000,1760626680656000000,0
FileNameCache.queries,1760626620658000000,1760626680656000000,0
VFS.contentStorage.recordsReadSize,1760626620658000000,1760626680656000000,0
IndexesFlusher.totalFlushesRetried,1760626620658000000,1760626680656000000,0
IndexesFlusher.totalFlushingTimeUs,1760626620658000000,1760626680656000000,270976
IndexesFlusher.totalContentionQuotaSpent,1760626620658000000,1760626680656000000,0
IndexesFlusher.totalFlushes,1760626620658000000,1760626680656000000,59
writeAction.max.wait.ms,1760626620658000000,1760626680656000000,0
writeAction.median.wait.ms,1760626620658000000,1760626680656000000,0
writeAction.wait.ms,1760626620658000000,1760626680656000000,0
writeAction.count,1760626620658000000,1760626680656000000,0
DirectByteBufferAllocator.hits,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesAllocated,1760626620658000000,1760626680656000000,0
StreamlinedBlobStorage.recordsRelocated,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1760626620658000000,1760626680656000000,0
FilePageCache.maxRegisteredFiles,1760626620658000000,1760626680656000000,531
FilePageCache.maxCacheSizeInBytes,1760626620658000000,1760626680656000000,199245824
StorageLockContext.competingThreads.max,1760626620658000000,1760626680656000000,0
FilePageCache.totalPageDisposalsUs,1760626620658000000,1760626680656000000,0
DirectByteBufferAllocator.misses,1760626620658000000,1760626680656000000,0
MappedFileStorage.totalPagesMapped,1760626620658000000,1760626680656000000,6
FilePageCache.uncachedFileAccess,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalBytesRequested,1760626620658000000,1760626680656000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1760626620658000000,1760626680656000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesWritten,1760626620658000000,1760626680656000000,0
StreamlinedBlobStorage.recordsAllocated,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesReadMs,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesHandedOver,1760626620658000000,1760626680656000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1760626620658000000,1760626680656000000,11076
FilePageCacheLockFree.housekeeperTurnsDone,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1760626620658000000,1760626680656000000,0
DirectByteBufferAllocator.disposed,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1760626620658000000,1760626680656000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.nativeBytesInUse,1760626620658000000,1760626680656000000,0
FilePageCache.pageFastCacheHits,1760626620658000000,1760626680656000000,0
FilePageCache.disposedBuffers,1760626620658000000,1760626680656000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalBytesWritten,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalBytesRead,1760626620658000000,1760626680656000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesReclaimed,1760626620658000000,1760626680656000000,0
FilePageCache.pageLoads,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesRequested,1760626620658000000,1760626680656000000,0
MappedFileStorage.totalBytesMapped,1760626620658000000,1760626680656000000,164626432
FilePageCacheLockFree.housekeeperTimeSpentMs,1760626620658000000,1760626680656000000,0
MappedFileStorage.storages,1760626620658000000,1760626680656000000,6
FilePageCache.pageHits,1760626620658000000,1760626680656000000,0
StorageLockContext.competingThreads.90P,1760626620658000000,1760626680656000000,0
FilePageCache.totalPageLoadsUs,1760626620658000000,1760626680656000000,0
FilePageCache.capacityInBytes,1760626620658000000,1760626680656000000,503316478
DirectByteBufferAllocator.reclaimed,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalPagesWriteMs,1760626620658000000,1760626680656000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1760626620658000000,1760626680656000000,199245824
StreamlinedBlobStorage.recordsDeleted,1760626620658000000,1760626680656000000,0
StorageLockContext.competingThreads.avg,1760626620658000000,1760626680656000000,0.0
FilePageCacheLockFree.heapBytesInUse,1760626620658000000,1760626680656000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1760626620658000000,1760626680656000000,0
cacheStateStorage.get.counter,1760626620658000000,1760626680656000000,0
cacheStateStorage.get.duration,1760626620658000000,1760626680656000000,0
cacheStateStorage.set.duration,1760626620658000000,1760626680656000000,0
cacheStateStorage.set.counter,1760626620658000000,1760626680656000000,0
FlushQueue.waitingTime90PNs,1760626620658000000,1760626680656000000,1019903
AWTEventQueue.eventsDispatched,1760626620658000000,1760626680656000000,76
AWTEventQueue.dispatchTimeTotalNS,1760626620658000000,1760626680656000000,43550538
FlushQueue.queueSizeMax,1760626620658000000,1760626680656000000,0
FlushQueue.queueSizeAvg,1760626620658000000,1760626680656000000,0.0
FlushQueue.queueSize90P,1760626620658000000,1760626680656000000,0
ReadAction.executionsCount,1760626620658000000,1760626680656000000,30
FlushQueue.executionTimeMaxNs,1760626620658000000,1760626680656000000,1499135
FlushQueue.executionTime90PNs,1760626620658000000,1760626680656000000,317439
FlushQueue.waitingTimeAvgNs,1760626620658000000,1760626680656000000,599108.0
FlushQueue.tasksExecuted,1760626620658000000,1760626680656000000,64
AWTEventQueue.dispatchTimeMaxNs,1760626620658000000,1760626680656000000,2490367
AWTEventQueue.dispatchTime90PNs,1760626620658000000,1760626680656000000,987135
AWTEventQueue.dispatchTimeAvgNs,1760626620658000000,1760626680656000000,572973.4736842106
FlushQueue.executionTimeAvgNs,1760626620658000000,1760626680656000000,172259.0
WriteAction.executionsCount,1760626620658000000,1760626680656000000,0
FlushQueue.waitingTimeMaxNs,1760626620658000000,1760626680656000000,3784703
jps.library.entities.serializer.save.entities.ms,1760626680656000000,1760626740655000000,0
jps.library.entities.serializer.load.entities.ms,1760626680656000000,1760626740655000000,0
workspaceModel.load.cache.from.file.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1760626680656000000,1760626740655000000,0
jps.global.initialize.library.bridges.after.loading.ms,1760626680656000000,1760626740655000000,0
jps.app.storage.content.writer.save.component.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1760626680656000000,1760626740655000000,0
jps.global.handle.before.change.events.ms,1760626680656000000,1760626740655000000,0
jps.global.initialize.library.bridges.ms,1760626680656000000,1760626740655000000,0
workspaceModel.global.updates.count,1760626680656000000,1760626740655000000,0
workspaceModel.global.apply.state.to.project.ms,1760626680656000000,1760626740655000000,0
jps.global.get.library.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1760626680656000000,1760626740655000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1760626680656000000,1760626740655000000,0
jps.global.get.library.by.name.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1760626680656000000,1760626740655000000,0
workspaceModel.global.updates.ms,1760626680656000000,1760626740655000000,0
jps.save.global.entities.ms,1760626680656000000,1760626740655000000,0
workspaceModel.save.cache.to.file.ms,1760626680656000000,1760626740655000000,0
jps.app.storage.content.reader.load.component.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.entities.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1760626680656000000,1760626740655000000,0
jps.global.get.libraries.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1760626680656000000,1760626740655000000,0
jps.global.handle.changed.events.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1760626680656000000,1760626740655000000,0
workspaceModel.load.cache.metadata.from.file.ms,1760626680656000000,1760626740655000000,0
jps.load.initial.state.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.instances.count,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1760626680656000000,1760626740655000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1760626680656000000,1760626740655000000,0
workspaceModel.sync.entities.ms,1760626680656000000,1760626740655000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsStored,1760626680656000000,1760626740655000000,0
VFS.fileByIdCache.hits,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsRead,1760626680656000000,1760626740655000000,0
VFS.fileByIdCache.misses,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsUncompressedSize,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsReadDecompressed,1760626680656000000,1760626740655000000,0
VFS.invertedFileNameIndex.requests,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsStoredCompressed,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsStoredSize,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsDeduplicated,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1760626680656000000,1760626740655000000,0
FileNameCache.totalMisses,1760626680656000000,1760626740655000000,0
VFS.fileChildByName,1760626680656000000,1760626740655000000,0
FileNameCache.queries,1760626680656000000,1760626740655000000,0
VFS.contentStorage.recordsReadSize,1760626680656000000,1760626740655000000,0
IndexesFlusher.totalFlushesRetried,1760626680656000000,1760626740655000000,0
IndexesFlusher.totalFlushingTimeUs,1760626680656000000,1760626740655000000,476168
IndexesFlusher.totalContentionQuotaSpent,1760626680656000000,1760626740655000000,0
IndexesFlusher.totalFlushes,1760626680656000000,1760626740655000000,96
writeAction.max.wait.ms,1760626680656000000,1760626740655000000,0
writeAction.median.wait.ms,1760626680656000000,1760626740655000000,0
writeAction.wait.ms,1760626680656000000,1760626740655000000,0
writeAction.count,1760626680656000000,1760626740655000000,0
DirectByteBufferAllocator.hits,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesAllocated,1760626680656000000,1760626740655000000,0
StreamlinedBlobStorage.recordsRelocated,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1760626680656000000,1760626740655000000,0
FilePageCache.maxRegisteredFiles,1760626680656000000,1760626740655000000,531
FilePageCache.maxCacheSizeInBytes,1760626680656000000,1760626740655000000,199245824
StorageLockContext.competingThreads.max,1760626680656000000,1760626740655000000,0
FilePageCache.totalPageDisposalsUs,1760626680656000000,1760626740655000000,0
DirectByteBufferAllocator.misses,1760626680656000000,1760626740655000000,0
MappedFileStorage.totalPagesMapped,1760626680656000000,1760626740655000000,6
FilePageCache.uncachedFileAccess,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalBytesRequested,1760626680656000000,1760626740655000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1760626680656000000,1760626740655000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesWritten,1760626680656000000,1760626740655000000,0
StreamlinedBlobStorage.recordsAllocated,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesReadMs,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesHandedOver,1760626680656000000,1760626740655000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1760626680656000000,1760626740655000000,11076
FilePageCacheLockFree.housekeeperTurnsDone,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1760626680656000000,1760626740655000000,0
DirectByteBufferAllocator.disposed,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1760626680656000000,1760626740655000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.nativeBytesInUse,1760626680656000000,1760626740655000000,0
FilePageCache.pageFastCacheHits,1760626680656000000,1760626740655000000,0
FilePageCache.disposedBuffers,1760626680656000000,1760626740655000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalBytesWritten,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalBytesRead,1760626680656000000,1760626740655000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesReclaimed,1760626680656000000,1760626740655000000,0
FilePageCache.pageLoads,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesRequested,1760626680656000000,1760626740655000000,0
MappedFileStorage.totalBytesMapped,1760626680656000000,1760626740655000000,164626432
FilePageCacheLockFree.housekeeperTimeSpentMs,1760626680656000000,1760626740655000000,0
MappedFileStorage.storages,1760626680656000000,1760626740655000000,6
FilePageCache.pageHits,1760626680656000000,1760626740655000000,0
StorageLockContext.competingThreads.90P,1760626680656000000,1760626740655000000,0
FilePageCache.totalPageLoadsUs,1760626680656000000,1760626740655000000,0
FilePageCache.capacityInBytes,1760626680656000000,1760626740655000000,503316478
DirectByteBufferAllocator.reclaimed,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalPagesWriteMs,1760626680656000000,1760626740655000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1760626680656000000,1760626740655000000,199245824
StreamlinedBlobStorage.recordsDeleted,1760626680656000000,1760626740655000000,0
StorageLockContext.competingThreads.avg,1760626680656000000,1760626740655000000,0.0
FilePageCacheLockFree.heapBytesInUse,1760626680656000000,1760626740655000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1760626680656000000,1760626740655000000,0
cacheStateStorage.get.counter,1760626680656000000,1760626740655000000,0
cacheStateStorage.get.duration,1760626680656000000,1760626740655000000,0
cacheStateStorage.set.duration,1760626680656000000,1760626740655000000,0
cacheStateStorage.set.counter,1760626680656000000,1760626740655000000,0
FlushQueue.waitingTime90PNs,1760626680656000000,1760626740655000000,966655
AWTEventQueue.eventsDispatched,1760626680656000000,1760626740655000000,319
AWTEventQueue.dispatchTimeTotalNS,1760626680656000000,1760626740655000000,59435631
FlushQueue.queueSizeMax,1760626680656000000,1760626740655000000,0
FlushQueue.queueSizeAvg,1760626680656000000,1760626740655000000,0.0
FlushQueue.queueSize90P,1760626680656000000,1760626740655000000,0
ReadAction.executionsCount,1760626680656000000,1760626740655000000,30
FlushQueue.executionTimeMaxNs,1760626680656000000,1760626740655000000,1302527
FlushQueue.executionTime90PNs,1760626680656000000,1760626740655000000,245759
FlushQueue.waitingTimeAvgNs,1760626680656000000,1760626740655000000,718740.3174603175
FlushQueue.tasksExecuted,1760626680656000000,1760626740655000000,63
AWTEventQueue.dispatchTimeMaxNs,1760626680656000000,1760626740655000000,4456447
AWTEventQueue.dispatchTime90PNs,1760626680656000000,1760626740655000000,452607
AWTEventQueue.dispatchTimeAvgNs,1760626680656000000,1760626740655000000,185311.89968652037
FlushQueue.executionTimeAvgNs,1760626680656000000,1760626740655000000,171314.79365079364
WriteAction.executionsCount,1760626680656000000,1760626740655000000,0
FlushQueue.waitingTimeMaxNs,1760626680656000000,1760626740655000000,14614527
jps.library.entities.serializer.save.entities.ms,1760626740655000000,1760626800653000000,0
jps.library.entities.serializer.load.entities.ms,1760626740655000000,1760626800653000000,0
workspaceModel.load.cache.from.file.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1760626740655000000,1760626800653000000,0
jps.global.initialize.library.bridges.after.loading.ms,1760626740655000000,1760626800653000000,0
jps.app.storage.content.writer.save.component.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1760626740655000000,1760626800653000000,0
jps.global.handle.before.change.events.ms,1760626740655000000,1760626800653000000,0
jps.global.initialize.library.bridges.ms,1760626740655000000,1760626800653000000,0
workspaceModel.global.updates.count,1760626740655000000,1760626800653000000,0
workspaceModel.global.apply.state.to.project.ms,1760626740655000000,1760626800653000000,0
jps.global.get.library.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1760626740655000000,1760626800653000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1760626740655000000,1760626800653000000,0
jps.global.get.library.by.name.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1760626740655000000,1760626800653000000,0
workspaceModel.global.updates.ms,1760626740655000000,1760626800653000000,0
jps.save.global.entities.ms,1760626740655000000,1760626800653000000,0
workspaceModel.save.cache.to.file.ms,1760626740655000000,1760626800653000000,0
jps.app.storage.content.reader.load.component.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.entities.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1760626740655000000,1760626800653000000,0
jps.global.get.libraries.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1760626740655000000,1760626800653000000,0
jps.global.handle.changed.events.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1760626740655000000,1760626800653000000,0
workspaceModel.load.cache.metadata.from.file.ms,1760626740655000000,1760626800653000000,0
jps.load.initial.state.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.instances.count,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1760626740655000000,1760626800653000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1760626740655000000,1760626800653000000,0
workspaceModel.sync.entities.ms,1760626740655000000,1760626800653000000,0
